MPP3_KO1	MPP3_KO2	MPP3_KO3	MPP3_KO4	MPP3_WT1	MPP3_WT2	MPP3_WT3	MPP3_WT4	MPP4_KO1	MPP4_KO2	MPP4_KO3	MPP4_KO4	MPP4_WT1	MPP4_WT2	MPP4_WT3	MPP4_WT4
A730017L22Rik	166	135.6	120.9	118.2	186.3	296.3	98.8	125.1	116	171.9	115.4	192.2	224.1	130.2	134.5	167.9
Gm4969	129.4	129.7	27.6	58.6	64.9	66	111.8	134.1	106.7	25	94.2	49.3	40.1	95.3	102.9	125.9
Gm11346	119.1	115.4	102.8	109.2	165	108.1	148.2	81.6	151.2	127.7	161.8	137	159.7	208.6	174.2	127.6
3110056K07Rik	309.5	390.3	303.8	368.1	326.7	297.7	330.3	407	295.2	318.8	317	345	384.7	287	246.2	329
Gm11769	194.1	99.9	210.4	174.1	149	191	397	197.6	222.7	190.1	206.9	213.9	130.5	155.6	335.9	136.8
Gm9855	316.1	298.7	259	235.5	284.2	355.3	371	359.8	162.6	158.4	183	93.6	134.7	183.3	145.5	143.5
Gm16153	172.6	27.4	197.1	238.2	119.2	192.4	321.6	173.1	283.8	79.7	155.2	290.8	155.6	253.2	210.2	142.7
4921531C22Rik	216.6	166.6	258	176.8	228.8	338.4	273.1	382.5	212.4	321.6	285.2	259.2	271	271.3	422.6	361.8
5430405H02Rik	298.2	147.5	162.8	201.2	252.2	161.5	181.2	185.8	319.1	165.1	208.2	226.7	246.7	159.2	238.9	250.1
8430419K02Rik	249.5	170.1	87.6	59.6	145.8	174.1	276.5	172.2	146.1	73.9	59.7	73.9	101.2	72.4	194.8	176.3
Gm9816	184.8	171.3	167.6	166.9	187.3	171.3	178.6	164.1	193.7	195.9	199	233.6	189.9	171.2	144.8	162
Lin52	1043.8	917.4	990.3	1324.6	1251.6	946.5	1305.5	987.1	982	1099.4	1033.2	1213.3	1160.9	1070.8	1229.7	1071.8
Zfp703	44.1	115.4	147.6	73.1	107.5	238.7	121.4	107	114	135.4	110.1	149.8	257.6	67.5	114.7	193.1
Gm13012	976.3	863.8	1096.9	739.9	794	880.5	970.9	925.4	827.7	902.5	871.4	1045.7	829.7	941.8	915.1	851.9
Gm4285	204.4	176.1	223.8	116.4	141.6	167.1	219.3	213.9	240.3	188.2	206.9	185.3	137.2	179.7	358.7	250.1
2610507I01Rik	422	535.4	584.7	839.1	576.9	535	687.4	658.1	550.1	598.2	737.4	528.3	631.5	540.2	599.8	577.5
Arhgap27os3	196	239.2	161.9	135.3	146.9	126.4	144.8	138.7	277.6	254.4	127.3	263.2	230	256.8	159.5	154.4
Tnfsf13os	421.1	481.9	408.5	433.1	364	237.3	417	369.8	140.9	148.8	183	159.7	122.9	107.3	136	157.8
Trp53cor1	227.9	138	141.9	133.5	137.3	151.7	155.2	136.9	121.2	207.4	201.6	175.4	112.9	170	240.4	214.9
2610307P16Rik	1000.7	1086.3	926.5	935.7	1334.7	1193.6	1221.4	933.6	1397.5	1246.3	1286.5	1853.9	1666.9	1741.2	1580.3	1199.4
Cd63-ps	291.7	218.9	202.8	198.5	185.2	220.5	240.1	239.3	65.3	77.8	30.5	58.2	74.4	47	59.5	71.3
Gm15411	193.2	85.7	348.5	112.8	222.4	255.6	372.8	249.3	365.7	206.4	829	311.5	358.8	460.6	1084.2	450.7
Gm2788	145.4	172.5	164.7	109.2	187.3	134.8	117.9	189.4	151.2	90.3	184.4	157.7	184.8	100.1	200.7	173.7
Gm7805	106	34.5	100.9	116.4	144.7	101.1	190.7	138.7	157.5	48	149.9	75.9	93.7	177.3	158.8	100.7
Gm15706	268.2	267.7	252.3	200.3	105.4	269.6	289.5	242	240.3	252.5	229.5	221.8	192.4	184.5	252.9	331.5
Gm15201	238.2	218.9	182.8	242.7	252.2	306.1	338.1	158.6	157.5	193.9	217.5	113.3	132.1	124.2	289.6	206.5
Gm15829	50.6	22.6	77.1	67.7	50	91.3	87.6	30.8	123.3	30.7	75.6	33.5	59.4	115.8	130.1	52.9
Ccpg1os	227.9	334.3	288.5	304.1	393.8	254.2	236.7	184.9	320.1	265	298.4	368.6	328.7	381	359.4	281.2
5830418P13Rik	48.8	92.8	79	44.2	127.7	73	76.3	70.7	304.6	254.4	159.2	278.9	174.8	211	141.9	163.7
Snhg12	365.8	408.1	343.7	296.9	271.4	365.1	402.2	268.3	440.3	343.7	380.7	320.3	368	379.8	363.8	253.5
2210013O21Rik	1342.1	1525.4	1409.3	1579.9	1430.4	1466.1	1738.9	1534.6	1483.4	1366.3	1057.1	1327.6	1455.3	1283	1297.3	1499.9
Gm15564	215.7	228.4	227.6	268.9	143.7	186.8	203.7	191.3	242.4	345.6	347.5	303.6	220.8	227.9	202.1	269.4
B230369F24Rik	160.4	141.6	168.5	184.1	176.7	188.2	189	129.6	123.3	90.3	76.9	281.9	72.8	120.6	117.6	110.8
Ftx	513	303.4	431.4	495.4	613	752.7	483.7	330.8	665.1	575.1	614.1	599.3	415.7	548.7	619.6	397.9
Gm15559	146.3	36.9	101.9	89.3	94.7	91.3	73.7	87.9	62.2	88.3	70.3	140	109.6	143.5	124.2	73.9
Gt(ROSA)26Sor	854.4	713.9	537	643.3	492.8	551.9	619.8	509.4	654.7	478.1	498.7	518.4	632.3	709	542.5	448.2
B130055M24Rik	115.4	86.9	79	194	185.2	244.3	71.1	106.1	156.4	105.6	144.6	223.7	103.7	190.5	85.3	120
Xist	0	2.4	6920.7	8587.1	8098.4	8507.1	4.3	0	1	0	11902.6	10848.6	12392.4	10635.5	0	0
Mypopos	587.1	283.2	321.8	412.3	619.4	448	374.5	282.8	666.1	290.9	378	739.2	469.2	551.1	449.8	361.8
Gm16758	481.1	357	408.5	472.8	541.7	353.9	351.1	616.4	88.1	51.8	119.4	123.2	127.1	69.9	111.7	52
Gm2830	404.2	374.8	260	222	276.7	346.9	397.9	360.8	234.1	187.2	301.1	236.5	326.2	306.3	283.7	291.3
Gm15500	2426.2	2015.6	1781.6	1516.8	1742.3	1725.8	2031.1	1817.4	2151.6	1901.1	2059.8	1478.4	1886	1561.6	1423.8	1681.2
2810403D21Rik	554.3	397.4	392.3	320.3	274.6	332.8	457.7	535.7	293.2	335.1	392.6	388.3	310.3	372.6	430.7	401.2
Gm11560	179.1	135.6	124.7	102.9	44.7	89.9	141.3	132.3	156.4	202.6	153.9	76.9	36	61.5	86	126.7
A630052C17Rik	304.8	271.3	313.3	266.2	308.7	304.7	156	162.2	237.2	408.1	305.1	257.2	270.1	346.1	244.8	150.2
Plxna4os1	551.5	411.7	355.2	246.3	336.3	617.9	436.9	386.1	255.9	219.9	325	284.8	262.6	393.1	283	413.8
2410006H16Rik	3154	3784.9	4303	2808.8	3156.8	2819.8	3393.8	2857.9	3170.9	3468	5752.3	3276.2	3285.2	3443.9	3634.8	3763.6
Snhg20	1047.6	925.7	880.8	1224.4	1075	1203.5	880.7	806.7	1451.3	1078.2	1033.2	1146.3	874	1284.2	884.3	827.6
Gm12828	109.7	17.8	52.4	128.1	118.1	110.9	124	65.3	138.8	36.5	108.8	228.7	171.5	231.5	134.5	112.5
A230072C01Rik	192.3	184.4	160	194.9	235.2	268.2	137	205.8	231	169	221.5	199.1	171.5	211	144.8	178.8
Gm16124	190.4	173.7	152.4	121.8	77.7	162.9	184.6	223.9	188.5	179.5	201.6	126.2	101.2	147.1	214.6	254.3
Gm13835	527.1	385.5	344.7	273.4	292.7	303.3	408.3	326.3	455.8	410.9	399.2	276	317	258.1	278.6	293.8
4930481A15Rik	472.7	708	860.8	533.3	574.7	638.9	561.7	623.6	591.5	683.6	993.4	589.4	679.1	657.2	674.8	785.6
Eldr	425.8	222.5	382.8	295	392.7	376.3	332.9	371.6	516.9	530	506.7	522.4	685.8	428.1	663	496.9
AI662270	9321.2	9404.5	9559.2	8800.9	8139.9	9557.5	9548.5	8602.8	8698.6	8632.5	8349.3	8411.2	8106.8	8284.1	7453.3	7776.6
Gm16152	313.2	67.8	178.1	348.3	216.1	278	393.6	155.9	380.2	114.3	248	413	275.2	394.3	371.2	152.8
Gm15545	359.2	303.4	258	286	304.4	341.2	443	335.4	437.2	391.7	248	290.8	308.6	233.9	345.5	407.1
Plcxd2	255.1	209.4	243.8	287.8	199	214.9	405.7	204.8	490	116.2	419.1	284.8	420.7	372.6	333.7	259.4
Gm12454	367.6	399.8	558.9	452.9	562	657.2	605.9	562	394.7	474.3	449.6	503.6	710.9	523.3	501.3	470.9
BC064078	1024.1	842.4	860.8	660.5	654.6	535	841.7	601	1812.9	1469	1451	1501.1	1032.1	1035.8	1305.4	1149.1
Gm6483	254.2	249.9	285.7	316.7	278.9	316	266.1	223	227.9	180.5	283.8	254.3	266	300.3	268.3	202.3
2010001A14Rik	186.6	235.6	240.9	158.8	163.9	160.1	212.4	203.9	173	222.8	189.7	139	176.5	184.5	220.5	237.5
5530601H04Rik	1887.9	1389.7	2297.7	2346.9	1976.4	2020.7	1680	1673.2	1366.4	1234.7	1913.9	2198.9	2146.9	2295.9	1736.9	1642.6
Gm15133	106.9	60.7	92.4	55	62.8	57.6	95.4	89.7	96.3	105.6	139.3	81.8	90.3	60.3	80.9	149.4
E130307A14Rik	679	544.9	645.6	585.6	691.8	595.4	944	707	1013.1	593.4	745.4	739.2	723.5	794.6	779.1	722.7
Gm14230	141.6	113	120.9	66.8	124.5	134.8	155.2	129.6	147.1	271.7	184.4	124.2	144.7	242.4	189.6	154.4
Gm15261	146.3	19	65.7	296.9	275.7	244.3	231.5	259.2	242.4	57.6	148.6	215.8	253.4	334	146.3	167
2810408I11Rik	257.9	186.8	215.2	195.8	217.1	155.9	232.3	215.7	237.2	191.1	185.7	190.2	229.2	199	146.3	135.1
Gm12827	95.7	66.6	134.3	135.3	103.2	94.1	136.1	124.2	188.5	192	181.7	203	158.9	167.6	227.9	153.6
2610035D17Rik	1713.4	1951.3	1107.4	1648.5	2657.6	3221.4	2717.6	2000.5	1566.3	2175.7	1244.1	1910.1	2928.9	3396.9	2433.7	2381.2
Lamtor5	3698.9	3721.8	4065	3862.7	3655.9	3295.8	3889.6	3310.2	3513.8	3299	3364.9	3646.8	3854.8	3427	3280.5	3709.1
Gm15991	70.3	60.7	80.9	78.5	110.7	49.1	68.5	63.4	93.2	110.4	140.6	122.2	128.8	130.2	106.6	146.9
D330023K18Rik	132.2	138	120	170.5	118.1	189.6	169.9	105.1	129.5	92.2	122	124.2	136.3	154.3	158.8	149.4
2010013B24Rik	115.4	160.6	166.6	149.8	165	175.5	181.2	155.9	102.6	114.3	132.6	137	130.5	138.7	169.8	111.6
4933424M12Rik	142.6	128.5	105.7	180.5	119.2	82.9	117	113.3	88.1	83.5	61	66	23.4	54.3	93.3	73
1810021B22Rik	95.7	127.3	92.4	99.3	92.6	94.1	121.4	80.7	84.9	169.9	123.3	102.5	91.2	110.9	132.3	163.7
Tmem170b	1751.9	1504	1404.5	1408.5	1539	1595.3	1365.3	1294.4	1198.6	1316.3	1378.1	1561.2	1186	1548.3	1226	1150.7
2210408F21Rik	242	170.1	186.6	134.4	258.6	213.4	188.1	172.2	224.8	257.3	302.4	200.1	266	329.2	321.9	316.4
4933407K13Rik	243.8	180.9	239	246.3	211.8	141.8	262.7	174	143	143.1	132.6	308.5	192.4	376.2	289.6	185.5
Kantr	609.6	389.1	450.4	642.4	450.2	414.3	524.5	509.4	534.5	411.9	481.5	693.9	577.9	643.9	542.5	574.1
E130215H24Rik	92.8	78.5	65.7	95.6	64.9	89.9	150.8	78	68.4	106.6	107.4	82.8	71.9	73.6	103.6	96.5
Gm15501	4012.1	4495.2	3766	3568.6	4282.8	3061.3	3846.3	3698.2	4282.5	4551	4329.2	3664.5	3795.4	3254.6	3015.9	3342.3
Gm15910	63.8	96.4	78.1	97.4	88.3	188.2	66.7	89.7	121.2	275.6	208.2	85.7	174.8	183.3	86	147.7
2810001G20Rik	575.8	443.8	427.5	377.2	385.3	528	418.7	446	404	437.8	364.7	262.2	450.8	346.1	359.4	393.7
Gm16141	1129.2	309.4	862.7	1068.3	978.1	1318.6	1212.7	890.1	646.4	269.8	802.4	959	879	1005.7	966.6	533.8
9830144P21Rik	136	76.1	110.5	164.2	123.5	109.5	163.8	94.3	158.5	62.4	115.4	131.1	141.3	218.3	119.1	67.1
Gm16576	100.3	153.5	109.5	189.5	236.3	129.2	108.4	96.1	228.9	210.3	171.1	105.5	206.6	207.4	195.5	198.9
Gm15764	140.7	58.3	95.2	176.8	145.8	189.6	101.4	111.5	176.1	69.1	62.3	162.6	118.8	188.1	123.5	61.3
C030037D09Rik	324.5	251.1	294.2	387.1	399.1	359.5	478.5	341.7	301.5	378.3	311.7	321.3	409.8	344.9	358	400.4
Epb41l4aos	575.8	653.2	572.3	540.5	517.3	516.8	553.9	465.9	640.2	583.8	672.5	544.1	621.4	583.6	602	577.5
Zfp111	792.5	648.5	783.7	840.9	1003.7	761.1	952.7	778.6	306.6	259.2	354.1	560.8	649	395.5	372.7	365.1
1500009L16Rik	548.6	680.6	566.6	538.7	639.7	634.7	661.4	758.7	480.7	629.8	350.2	442.5	562	454.6	532.9	612.7
C330006A16Rik	12097.2	12408.9	12168.3	11423	10777.3	11453.2	12053.8	13373.2	12399.9	15275.7	11248.7	12072.8	10794.9	11873.9	11665.8	13852.6
Pet100	1626.2	1611	1548.3	1422.9	1546.5	1393	1659.2	1501.9	1822.2	1088.8	1695.1	1353.2	1656	1374.7	1383.3	1193.6
Gm13493	3577.9	3442.2	3094.7	3102.1	3288.8	2898.4	3184	3428.1	3497.3	3712.8	3102.3	3347.1	2867.9	2848.2	2678.5	3188.7
Gm26049	131.3	59.5	77.1	130.8	122.4	136.2	131.8	73.4	160.6	73	118	188.3	153.1	158	118.3	63
Tnfsf13	180.1	198.7	239	242.7	203.3	181.2	159.5	179.5	62.2	44.2	59.7	34.5	19.2	54.3	55.9	75.5
Bcl2l2	136	136.8	131.4	125.4	231	226.1	150	133.2	128.5	126.7	84.9	95.6	121.3	106.1	91.9	142.7
Galnt2	84.4	101.1	69.5	62.3	76.6	119.4	74.6	106.1	112.9	147.9	163.1	89.7	97.9	125.4	137.5	146.9
B230216N24Rik	110.7	52.4	29.5	104.7	47.9	78.6	114.4	110.6	66.3	29.8	91.5	103.5	92	89.2	121.3	48.7
Cbx6	1523.1	1457.6	928.4	1165.8	3083.3	2492.6	1149.5	1474.7	2203.4	2407.1	1581	1376.9	3017.6	2658.9	2291.8	2500.4
2310075C17Rik	50.6	41.6	100.9	80.3	83	60.4	125.7	62.5	151.2	149.8	159.2	94.6	101.2	96.5	195.5	102.4
Mir17hg	328.2	148.7	508.5	212.9	172.4	307.5	445.6	368	350.1	198.7	549.1	198.1	337.9	388.3	846	313.1
Gm16580	379.8	307	306.6	446.6	419.3	446.6	501	382.5	419.5	510.8	348.8	426.8	430.7	358.1	319.7	284.5
Slc5a3	407	154.7	159	219.3	389.5	286.5	410	216.6	278.7	138.3	213.5	240.5	332	443.7	242.6	171.2
Gm3531	398.6	367.7	349.5	294.1	329.9	320.2	377.1	335.4	421.6	360	340.9	306.5	346.3	287	244	287.1
Gm16586	234.5	94	199	206.6	241.6	273.8	270.5	154.1	221.7	260.2	160.5	242.5	207.4	182.1	294.8	119.2
Gm16536	263.5	153.5	305.7	325.7	151.1	115.2	299.1	274.6	210.3	164.2	179.1	388.3	193.2	240	190.4	91.5
Rbm12	1111.3	1157.7	1113.1	970.9	1093.1	1247	1136.5	1243.6	1288.7	1188.6	1035.9	1221.2	1206	1037	1137.1	1026.5
1700023H06Rik	154.7	32.1	352.3	120.9	99	199.4	247.1	192.2	191.6	68.2	295.8	120.2	209.9	246	285.9	199.8
Gm16565	247.6	179.7	172.3	184.1	158.6	192.4	141.3	137.8	150.2	122.9	143.2	189.2	103.7	243.6	165.4	113.3
Shkbp1	1547.4	1778.8	1856.8	1709.8	2213.8	2127.5	1706	1753	1202.7	1769.5	1890	1568.1	1923.6	1644.8	1569.3	1650.2
Gm2962	1931	1872.8	1746.4	1772.1	1745.5	1586.8	1929.6	1637.9	1651.3	1433.5	1525.3	1395.6	1461.1	1213.1	1264.3	1228.8
Timm10b	785.9	857.9	702.7	698.4	747.2	658.6	827	622.7	694.1	692.3	627.4	764.8	728.5	738	611.6	578.3
Umad1	759.7	709.1	851.3	900.5	941.9	842.6	919.7	766.8	672.3	511.8	659.2	955.1	769.5	646.3	792.4	766.3
Rps6kc1	317.9	265.3	388.5	417.8	417.2	591.2	423.9	505.8	401.9	435.9	517.3	266.1	350.4	458.2	279.3	416.3
Etohd2	123.8	70.2	110.5	94.7	55.3	120.8	129.2	89.7	130.5	77.8	152.5	141.9	75.3	78.4	98.5	120
Tmem102	137.9	140.4	100	81.2	174.5	126.4	72.8	118.7	80.8	5.8	55.7	59.1	73.6	35	44.1	84.8
Gm3355	171.6	165.4	166.6	162.4	170.3	158.7	192.4	164.1	179.2	179.5	193.6	197.1	187.3	142.3	178.6	166.2
Gm8113	548.6	329.6	614.2	369.9	501.3	605.2	914.5	482.2	1078.4	490.6	871.4	897.9	564.5	779	990.1	508.6
Hiat1	3336.8	3706.4	3287	3693.1	3481.4	3434.8	3142.4	3483.3	3211.3	2986	2850.3	3544.3	3215	3154.5	3014.4	2990.6
Uckl1	1917.9	2294	2539.5	2426.3	2946	2682.2	2490.5	2106.5	1985.9	2274.6	2421.9	2803.1	2549.2	2725.2	2982.8	2623
Flt3l	508.3	453.3	452.3	446.6	388.5	426.9	493.2	421.5	266.2	300.5	278.5	354.8	232.5	301.5	355.8	221.6
Gm6485	106.9	71.4	102.8	81.2	86.2	99.7	152.6	111.5	105.7	92.2	106.1	86.7	85.3	78.4	101.4	100.7
Ier3ip1	3334	2962.7	2919.5	2911.7	2810.9	3078.2	3093.8	2944.9	3037.3	2597.2	2364.9	2833.6	2663.8	2500.9	2926.2	2496.2
Gm15446	961.3	669.9	863.7	741.7	657.8	726	1272.6	1027.9	936.5	708.6	787.8	892	630.6	768.1	781.3	825.9
Gimap1	7062.9	7430.6	5966.5	6281.7	6194.4	6854.2	8059.2	7324.7	6029	7511.1	5457.9	5779.6	5801	6756.3	6979.9	7896.6
A430072P03Rik	168.8	176.1	112.4	85.7	71.3	88.5	111	90.6	152.3	98.9	99.5	106.4	108.7	118.2	144.1	158.6
Galnt4	525.2	817.4	519.9	554.9	600.3	719	853	591.9	370.9	348.5	444.3	507.6	551.2	601.7	547.6	479.3
Rnf8	528	556.8	549.4	689.3	522.6	568.7	596.4	520.3	498.3	636.6	480.1	660.4	546.1	590.9	535.1	533
Ttbk2	227.9	214.2	260.9	210.2	215	255.6	245.3	183.1	183.4	131.5	253.3	147.8	261.8	156.8	149.2	99
Cmc4	260.7	261.8	304.7	242.7	240.5	261.2	325.1	293.7	214.4	249.6	209.6	279.9	233.3	229.1	285.9	230.8
Shprh	1102	1087.5	952.2	1259.6	1109	1164.1	925.8	1018.8	1129.1	791.1	936.4	1211.3	996.1	1307.1	799	789.8
Usp49	71.3	78.5	104.7	82.1	128.8	46.3	70.2	165.9	108.8	171.9	136.6	70	122.9	98.9	89.7	51.2
Ugt1a7c	1381.4	1520.6	1366.4	1251.5	1155.9	890.3	1561.2	1214.6	1552.8	1535.3	1372.8	1362.1	1497.1	1327.6	1848.6	1663.6
Gm10177	1130.1	1197	1306.4	948.3	963.2	780.8	833.9	801.3	894	657.7	1281.2	815.1	984.4	795.9	620.4	710.9
Uba52	2646.6	2671.2	2716.7	2217.8	1794.4	2130.3	2266	2683.9	3236.2	3213.6	2789.3	2196.9	1632.6	1824.4	2236	2298.1
Acad11	788.7	831.7	743.7	757.9	1035.6	807.5	965.7	741.4	507.6	679.8	604.8	679.1	828	735.6	718.9	674.8
BC035044	9943.9	10032.7	12167.3	8625.9	6486	7046.6	9054.4	8860.2	15317.1	12958.9	18003.7	11855.9	10907.8	11904.1	11524.7	13649.5
Fbxw10	217.6	163	191.4	109.2	182	102.5	222.8	162.2	127.4	68.2	130	132.1	116.3	144.7	144.1	99.9
Tmem189	233.5	287.9	232.3	266.2	147.9	155.9	248.8	259.2	333.6	360	221.5	260.2	260.1	177.3	147	219.1
Gm15657	468	223.7	410.4	403.3	385.3	455	363.2	345.3	290.1	197.8	256	234.6	268.5	271.3	198.5	180.5
Bloc1s1	1186.4	1218.4	1162.6	1113.4	1110.1	1023.7	1139.1	1137.5	1141.6	1289.5	1387.4	1189.6	1136.6	908	874.7	1076
Churc1	780.3	812.7	779.9	631.6	725.9	558.9	671	677.1	787.3	524.2	860.8	618	698.4	608.9	685.8	642.9
Mettl23	1624.3	1634.8	1704.5	1543.8	1596.5	1637.4	2005.1	1706.8	2178.5	1839.6	2122.1	1999.8	1819.9	1685.8	2001.5	1942.3
Mndal	4281.3	3602.8	4943.9	4090.1	3969.9	5038.5	4649	4328.1	5140.2	3831.9	5407.5	5510.6	5356.9	5351.5	5081.3	4789.3
Gm17296	332	238	268.5	288.7	305.5	289.3	170.8	245.6	296.3	303.4	297.1	182.3	98.7	391.9	217.6	290.4
Mir99ahg	634	165.4	241.9	444.8	519.4	599.6	553.1	437.8	494.1	367.7	265.3	476.1	579.6	751.2	472.6	391.1
4930523C07Rik	1748.1	1393.3	1544.5	1915.6	1301.7	1519.4	1684.3	1540	1673	1230.9	1516	1946.6	1627.6	1506.1	1911.1	1472.2
Gm38399	55.3	26.2	21.9	37.9	31.9	40.7	31.2	29.9	173	101.8	110.1	78.8	107.1	165.2	193.3	111.6
Rps11-ps1	371.4	260.6	268.5	206.6	240.5	269.6	370.2	243.8	380.2	266	278.5	238.5	298.6	226.7	262.4	212.4
Gypc	4412.6	4544	4872.5	4568.3	5126.8	4285.8	4350.8	4254.7	3870.2	3709.9	4666.1	4979.3	4540.6	4593	4436	4480.4
Snrpe	7469.9	7177.1	6270.3	6076.9	6200.7	6187.2	6600.3	6397.5	7248.3	6881.3	6769.6	6291.2	6828	5932.7	5871.5	6287.6
Gm3571	114.4	228.4	162.8	184.1	157.5	184	122.2	145	80.8	167.1	147.2	139	142.2	151.9	67.6	83.1
A930033H14Rik	139.7	103.5	46.7	60.5	109.6	91.3	73.7	188.5	13.5	103.7	151.2	96.6	50.2	66.3	130.8	100.7
Tex9	720.3	484.3	604.7	633.4	745	724.6	786.2	703.4	1050.4	630.8	802.4	971.8	845.6	810.3	926.1	653
Zfp712	171.6	53.5	65.7	92.9	91.5	49.1	158.6	176.8	119.1	58.6	92.8	104.5	117.9	147.1	129.4	115.8
Zfp493	296.4	160.6	164.7	98.3	153.3	275.2	85.8	205.8	157.5	157.5	96.8	181.4	140.5	179.7	44.1	166.2
Gm340	52.5	71.4	141.9	113.7	122.4	165.7	55.5	116.9	74.6	49.9	57	80.8	144.7	101.3	97	57.9
Rps27	18725	20690.1	20797.2	18684.6	15369.9	15982	16895.2	17880.8	18413.4	20109	25155.4	20205.1	20459	20282.2	21362.4	19909.4
Gm17201	106.9	104.7	99	98.3	83	120.8	147.4	134.1	149.2	145.9	112.7	88.7	110.4	126.6	106.6	118.3
Myl6	12829.7	13609.4	13953.7	14364.5	13581.8	12465.7	13071.5	13539.1	9878.5	12384.7	11450.3	11338.5	11121.9	10806.7	10765.4	11655.2
Rps13	12781.9	12883.6	13001.5	12366.8	11177.5	11214.5	12529.7	12589.2	13591.2	13582	15193.2	12934.2	12353.9	12071.7	12336.9	12418.2
Hspa1b	91	22.6	116.2	103.8	464	242.9	103.2	5.4	161.6	47	111.4	97.6	420.7	256.8	78.6	14.3
Pabpc4l	136	66.6	100	136.2	153.3	157.3	165.6	166.8	72.5	76.8	86.2	91.7	100.4	160.4	97.8	105.8
Synj2bp	2276.1	1977.5	2038.7	2297.2	2178.7	2277.7	2260.8	2054.8	1829.4	1783	1492.1	2141.7	2047.4	1772.6	1890.5	1787
Ccdc71l	164.1	223.7	143.8	109.2	69.2	150.3	136.1	206.7	228.9	224.7	184.4	214.9	128.8	98.9	117.6	134.3
Gm17251	371.4	334.3	261.9	289.6	274.6	346.9	434.3	289.1	387.4	442.6	435	412	371.3	376.2	371.2	377.7
Gm17300	115.4	96.4	92.4	109.2	104.3	116.6	106.6	65.3	191.6	101.8	71.6	147.8	125.5	133.8	63.2	62.1
9330020H09Rik	121.9	63.1	157.1	62.3	51.1	108.1	177.7	161.3	185.4	118.1	137.9	141.9	71.9	104.9	277.8	115.8
Rpl6l	200.7	205.8	169.5	202.1	161.8	147.4	209.8	206.7	218.6	233.3	175.1	178.4	190.7	147.1	134.5	134.3
Phf11c	72.2	22.6	43.8	80.3	30.9	54.8	61.5	39.9	122.2	194.9	248	221.8	265.1	174.8	111	215.7
Gm5141	538.3	524.7	290.4	386.2	415.1	429.7	365.8	256.5	353.2	351.4	258.6	448.5	455	309.9	361.6	268.6
Smim13	624.6	728.2	614.2	520.6	271.4	471.8	300.8	569.2	542.8	342.8	599.5	338.1	335.4	385.9	449.1	431.4
Eid1	230.7	220.1	180	137.1	239.5	328.6	255.7	208.5	347	378.3	210.9	226.7	308.6	166.4	210.2	279.5
Hist2h4	270.1	111.8	239	251.7	146.9	290.7	223.7	131.4	346	188.2	224.2	215.8	183.2	262.9	291.8	166.2
Gm4202	319.8	330.8	248.5	231.9	353.4	251.4	361.5	329	320.1	286.1	237.4	271	241.7	226.7	255.8	293.8
Gm10269	30485.5	32179.2	30475.5	25673.8	29378.5	22298.4	28849.3	25820.1	30028.1	26870.2	37983.7	27069.8	29185.6	24285.6	22268.7	23407.8
Gm7808	2669.1	2887.7	2810	2691.5	2625.7	2041.8	2654.3	2663.9	2842.6	3226	3124.9	3292.9	2939	2591.4	2450.6	2809.3
Gm3739	38.5	10.7	17.1	15.3	16	29.5	15.6	39	74.6	36.5	107.4	86.7	82.8	83.2	105.8	114.2
2610021A01Rik	843.1	976.9	1011.2	1007.9	591.8	696.5	900.7	804	821.5	739.3	554.4	690.9	643.2	947.8	693.9	791.5
2810468N07Rik	60	101.1	156.2	158.8	188.4	264	183.8	79.8	35.2	84.5	141.9	129.1	117.9	117	74.2	128.4
Gm10039	2660.7	2700.9	2527.2	2367.6	2552.2	2145.7	2727.2	2567	2695.5	2900.6	2120.8	2498.5	2162.8	1969.1	1815.5	2014.4
Mpc1-ps	331.1	365.3	390.4	393.4	350.2	323	331.1	365.3	359.5	309.2	371.4	297.7	278.5	259.3	324.2	315.6
Gm17066	257.9	90.4	166.6	231	204.3	272.4	306.9	166.8	316	150.7	147.2	246.4	173.1	249.6	299.2	197.2
Lamtor3	2538.7	2750.9	2690	2900.9	3051.4	3165.2	2950.8	2650.3	2619.8	2228.5	2413.9	2895.7	2746.6	3024.2	2202.2	2440
Tma7	6030.3	6541.7	5937	5713.3	5579.2	5497.7	5753.4	6160.9	5936.8	5803	6362.5	5537.2	5977.5	5326.2	5156.3	5411.3
Gm6548	575.8	553.3	452.3	593.7	460.9	449.4	320.7	481.3	496.2	566.5	433.7	514.5	559.5	430.5	436.6	423.9
2010016I18Rik	169.7	54.7	152.4	219.3	138.4	244.3	173.4	137.8	101.5	88.3	80.9	178.4	139.7	144.7	144.1	103.2
Gm6467	1238	1380.2	1099.8	1137.8	1156.9	988.6	1199.7	1120.3	1173.7	1315.4	998.7	1041.8	961.8	801.9	780.6	977
Cyp4f17	146.3	128.5	142.8	170.5	161.8	171.3	150.8	120.6	191.6	63.4	92.8	101.5	106.2	120.6	129.4	78.1
Lsm5	2742.3	2524.8	2164.4	2060.8	2232.9	2168.2	2665.6	2437.3	2351.5	1940.4	2445.8	1982.1	2256.5	1972.8	2155.1	1970.8
Phf11b	784	642.5	847.5	413.2	339.5	394.6	610.3	581.9	963.4	795.9	1424.5	995.5	826.3	780.2	882	1016.5
Gm8741	341.4	349.8	383.7	303.2	310.8	251.4	336.3	301.8	448.6	427.3	325	374.5	317	299	289.6	295.5
